id,filtered_words_array,features,label_index
F028,"['fast', 'box', 'perform', 'peace.', 'maybe', 'debate', 'draw', 'scene', 'realize.', 'leg', 'someone', 'many.', 'must', 'thousand', 'single', 'fast', 'section.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,1023,1098,1133,1208,2710,2846,3184,3671,4818,4944,5844,5850,6290,6798,7281,7889,7922,7936,8167,8276,8338,9263],[0.691153161953081,3.7316994512968646,4.607168188650764,4.607168188650764,2.8844015909096608,5.117993812416755,5.523458920524919,2.849310271098391,3.914021008090819,4.607168188650764,5.117993812416755,4.830311739964974,0.691153161953081,4.019381523748645,3.7316994512968646,0.6871770135734415,4.42484663185681,4.270695952029551,0.691153161953081,3.6516567436233283,3.914021008090819,0.691153161953081,8.84969326371362])",0.0
F227,"['almost', 'others', 'real', 'successful', 'water.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,2066,3973,5659,5850,6940,7281,7936,8338,8566,9691,9876],[0.691153161953081,2.7508701982851385,4.607168188650764,4.270695952029551,0.691153161953081,4.137164559405029,0.6871770135734415,0.691153161953081,0.691153161953081,4.019381523748645,4.42484663185681,2.7508701982851385])",0.0
R200,"['activity', 'inside.', 'represent', 'community', 'common', 'street', 'perhaps', 'manage.', 'mouth', 'note', 'thousand', 'responsibility', 'possible.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[1259,1770,2272,2483,3502,3614,3684,4506,4687,5465,6219,6332,6798,7497,8110,8174,8717,9462,9909],[4.42484663185681,3.0385522707369192,5.117993812416755,5.523458920524919,4.019381523748645,0.6832166123573445,3.6516567436233283,0.691153161953081,0.6871770135734415,3.914021008090819,2.958509563063383,4.019381523748645,3.7316994512968646,4.42484663185681,4.137164559405029,3.914021008090819,4.270695952029551,0.691153161953081,4.42484663185681])",1.0
R225,"['without', 'area', 'thing', 'coach.', 'wind', 'job', 'process', 'protect', 'receive.', 'improve', 'television', 'debate', 'one.', 'truth', 'material', 'leg', 'likely', 'generation.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[309,557,821,1479,2059,2069,2408,2466,2558,2687,3231,3614,3857,4043,4506,4687,4695,5649,6290,7235,8040,8276,8713,9462],[4.270695952029551,3.8187108282864943,2.849310271098391,5.523458920524919,2.60568818844064,3.914021008090819,4.830311739964974,4.830311739964974,4.019381523748645,4.42484663185681,4.270695952029551,0.6832166123573445,4.830311739964974,4.607168188650764,0.691153161953081,0.6871770135734415,5.117993812416755,4.270695952029551,4.019381523748645,4.270695952029551,3.383392757028649,3.914021008090819,4.607168188650764,0.691153161953081])",1.0
R062,"['memory', 'card', 'girl', 'statement', 'plan', 'serve.', 'open', 'artist', 'base', 'find', 'bed.', 'president', 'night', 'fill.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[453,1029,1306,2144,3614,4506,4687,4991,5432,5783,6123,6869,6941,7160,7510,8173,8931,9166,9462,9817],[4.42484663185681,4.019381523748645,4.42484663185681,4.019381523748645,0.6832166123573445,0.691153161953081,0.6871770135734415,2.6330871626287546,2.6902455764687034,4.137164559405029,4.019381523748645,4.830311739964974,4.270695952029551,5.523458920524919,4.42484663185681,3.5085558999826545,4.42484663185681,5.117993812416755,0.691153161953081,3.6516567436233283])",1.0
F033,"['head', 'attorney', 'get', 'clear', 'feeling', 'still', 'day.', 'north', 'opportunity', 'day', 'break', 'pm', 'last.', 'sort', 'data', 'structure', 'energy', 'financial.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,613,668,1064,1109,1611,1695,1778,1842,2996,3039,3712,4377,4853,5720,5850,6976,7026,7281,7936,8307,8338,9133,9426],[0.691153161953081,4.270695952029551,4.830311739964974,4.270695952029551,5.117993812416755,4.137164559405029,3.8187108282864943,4.137164559405029,4.830311739964974,3.6516567436233283,5.117993812416755,4.137164559405029,2.60568818844064,4.019381523748645,3.8187108282864943,0.691153161953081,4.137164559405029,4.42484663185681,0.6871770135734415,0.691153161953081,4.019381523748645,0.691153161953081,4.42484663185681,4.137164559405029])",0.0
F012,"['shake', 'pattern', 'responsibility', 'business', 'man', 'especially', 'rest.', 'two', 'theory', 'work', 'southern', 'education', 'big.', 'style', 'bit', 'reflect', 'allow', 'social.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,617,1468,1890,1989,2180,2569,2989,3502,3743,4377,4728,4835,4847,5321,5374,5530,5850,7281,7936,8000,8173,8338,9527],[0.691153161953081,4.019381523748645,5.523458920524919,5.117993812416755,4.019381523748645,4.42484663185681,3.8187108282864943,5.117993812416755,4.019381523748645,4.42484663185681,2.60568818844064,4.830311739964974,4.270695952029551,4.42484663185681,4.42484663185681,4.019381523748645,4.019381523748645,0.691153161953081,0.6871770135734415,0.691153161953081,4.42484663185681,3.5085558999826545,0.691153161953081,4.137164559405029])",0.0
R121,"['partner', 'score', 'democratic', 'movie', 'large.', 'table', 'author', 'five', 'chair.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[116,1439,1584,1927,3614,3713,3931,4506,4687,5606,5974,7066,9350,9462],[4.270695952029551,4.270695952029551,5.523458920524919,3.914021008090819,0.6832166123573445,5.117993812416755,3.8187108282864943,0.691153161953081,0.6871770135734415,3.914021008090819,4.019381523748645,2.8154087194227095,4.270695952029551,0.691153161953081])",1.0
F210,"['personal', 'whether', 'first', 'camera', 'race', 'simply.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[454,503,650,816,1650,3406,5850,6403,7281,7936,7939,8338],[3.7316994512968646,0.691153161953081,2.958509563063383,5.117993812416755,4.019381523748645,4.607168188650764,0.691153161953081,4.019381523748645,0.6871770135734415,0.691153161953081,3.8187108282864943,0.691153161953081])",0.0
F151,"['various', 'specific', 'growth', 'prepare', 'involve.', 'report', 'offer', 'key', 'interview', 'day.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[320,503,1842,2059,2286,2958,3131,4377,5850,6035,6505,6647,7108,7281,7936,8338],[4.019381523748645,0.691153161953081,4.830311739964974,2.60568818844064,4.830311739964974,3.914021008090819,3.6516567436233283,2.60568818844064,0.691153161953081,3.577548771469606,4.270695952029551,4.270695952029551,5.117993812416755,0.6871770135734415,0.691153161953081,0.691153161953081])",0.0
F099,"['stop', 'people', 'garden.', 'hope', 'race', 'later', 'which.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[454,503,560,796,3892,4263,5850,6000,6315,6747,7281,7432,7936,8338],[3.7316994512968646,0.691153161953081,4.42484663185681,4.270695952029551,2.5530444549552183,4.607168188650764,0.691153161953081,4.607168188650764,4.830311739964974,2.5530444549552183,0.6871770135734415,4.830311739964974,0.691153161953081,0.691153161953081])",0.0
R090,"['religious', 'democratic', 'candidate', 'maybe.', 'take', 'ball', 'find.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[855,1020,2227,2875,3614,4293,4358,4506,4687,5606,7359,7492,9462],[4.019381523748645,2.579019941358479,2.7200985396183848,5.523458920524919,0.6832166123573445,4.019381523748645,4.270695952029551,0.691153161953081,0.6871770135734415,3.914021008090819,5.117993812416755,4.42484663185681,0.691153161953081])",1.0
R125,"['station', 'bag', 'realize.', 'nature', 'many', 'firm', 'environment.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[415,2710,3611,3614,4506,4687,4991,5089,5188,5432,8415,8894,9462],[4.42484663185681,5.117993812416755,3.8187108282864943,0.6832166123573445,0.691153161953081,0.6871770135734415,2.6330871626287546,4.270695952029551,3.8187108282864943,2.6902455764687034,4.607168188650764,4.270695952029551,0.691153161953081])",1.0
R091,"['author', 'must', 'interview', 'meeting', 'specific', 'similar.', 'staff', 'call', 'stand', 'smile', 'box.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[20,821,1023,1776,2059,2713,3614,4506,4687,5146,6035,6224,6886,8774,9350,9462],[4.607168188650764,2.849310271098391,3.7316994512968646,5.117993812416755,5.21137637688128,3.7316994512968646,0.6832166123573445,0.691153161953081,0.6871770135734415,4.019381523748645,3.577548771469606,4.42484663185681,4.42484663185681,4.270695952029551,4.270695952029551,0.691153161953081])",1.0
R157,"['first', 'well', 'sign', 'fire', 'despite.', 'mind', 'quality', 'general.', 'girl', 'coach', 'reach', 'serious', 'interesting', 'red', 'positive.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[52,157,821,1029,1117,2059,3184,3506,3514,3614,3634,4330,4506,4687,5191,6403,6756,7801,8386,9462,9543],[3.8187108282864943,3.8187108282864943,2.849310271098391,4.019381523748645,4.830311739964974,2.60568818844064,2.849310271098391,4.137164559405029,4.019381523748645,0.6832166123573445,4.42484663185681,4.830311739964974,0.691153161953081,0.6871770135734415,3.914021008090819,4.019381523748645,3.577548771469606,4.42484663185681,4.607168188650764,0.691153161953081,5.523458920524919])",1.0
F098,"['carry', 'bed', 'play', 'morning.', 'event', 'state', 'standard', 'difference.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[454,503,1256,1808,2173,2967,4115,5850,7281,7728,7860,7936,8338,8915,9497],[3.7316994512968646,0.691153161953081,3.125563647726549,4.137164559405029,3.914021008090819,4.42484663185681,4.42484663185681,0.691153161953081,0.6871770135734415,4.137164559405029,2.997730276216664,0.691153161953081,0.691153161953081,4.830311739964974,4.270695952029551])",0.0
F164,"['short', 'condition', 'item', 'either', 'read.', 'parent', 'every', 'season', 'real', 'among.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,1262,1916,2066,2071,2358,5328,5850,7281,7936,8338,9126,9459,9681,9691,9876,9932],[0.691153161953081,3.8187108282864943,4.019381523748645,2.7508701982851385,5.117993812416755,4.270695952029551,3.6516567436233283,0.691153161953081,0.6871770135734415,0.691153161953081,0.691153161953081,4.137164559405029,5.117993812416755,3.914021008090819,4.42484663185681,2.7508701982851385,4.270695952029551])",0.0
R050,"['wind', 'sell', 'ask', 'probably', 'week', 'know', 'catch.', 'hospital', 'look', 'effect', 'modern', 'low', 'attorney', 'trouble', 'world.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[2297,2336,2558,2909,3507,3614,4485,4506,4687,4853,4930,5122,6287,6324,6426,7779,8411,9034,9144,9462,9939],[4.830311739964974,4.137164559405029,4.019381523748645,4.019381523748645,4.137164559405029,0.6832166123573445,3.8187108282864943,0.691153161953081,0.6871770135734415,4.019381523748645,3.5085558999826545,4.270695952029551,3.5085558999826545,4.42484663185681,4.607168188650764,3.577548771469606,3.3262343431887,2.849310271098391,2.7508701982851385,0.691153161953081,4.270695952029551])",1.0
R249,"['court', 'discussion', 'citizen', 'hundred', 'trouble.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[8,317,821,2059,3614,4506,4568,4687,5175,5315,9462],[4.019381523748645,5.117993812416755,2.849310271098391,2.60568818844064,0.6832166123573445,0.691153161953081,4.270695952029551,0.6871770135734415,4.42484663185681,4.607168188650764,0.691153161953081])",1.0
R093,"['stage', 'room', 'suggest', 'vote', 'contain.', 'area', 'phone', 'feel', 'month', 'it.', 'sense', 'outside', 'specific', 'stop.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[30,494,1626,2059,3115,3292,3556,3614,4506,4687,5447,5649,5741,6917,7805,7816,8568,9214,9462],[4.42484663185681,5.117993812416755,4.270695952029551,2.60568818844064,4.137164559405029,5.523458920524919,2.8844015909096608,0.6832166123573445,0.691153161953081,0.6871770135734415,3.4440173788450834,4.270695952029551,4.137164559405029,4.607168188650764,4.830311739964974,4.270695952029551,4.137164559405029,4.270695952029551,0.691153161953081])",1.0
R131,"['different', 'personal', 'station.', 'home', 'concern', 'father', 'imagine.', 'red', 'success', 'rule', 'war.', 'mean', 'government', 'poor.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[52,343,909,1290,1800,1968,2259,2613,3365,3614,4506,4687,5047,6683,6749,7939,9026,9462,9828],[3.8187108282864943,4.270695952029551,4.270695952029551,4.830311739964974,4.42484663185681,3.914021008090819,2.7826188965997183,4.830311739964974,4.270695952029551,0.6832166123573445,0.691153161953081,0.6871770135734415,2.7200985396183848,4.270695952029551,5.523458920524919,3.8187108282864943,5.117993812416755,0.691153161953081,3.7316994512968646])",1.0
F107,"['really', 'election', 'tough', 'available', 'prepare.', 'every', 'product', 'indicate', 'drop', 'also', 'hard', 'commercial.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[132,447,503,2475,2918,3386,3792,4112,4613,5125,5447,5850,6485,7281,7936,8338,8577,9676,9681],[4.607168188650764,4.607168188650764,0.691153161953081,4.137164559405029,3.0385522707369192,5.117993812416755,4.607168188650764,4.270695952029551,5.523458920524919,4.42484663185681,3.4440173788450834,0.691153161953081,3.914021008090819,0.6871770135734415,0.691153161953081,0.691153161953081,4.019381523748645,3.0385522707369192,3.914021008090819])",0.0
F153,"['site', 'company', 'especially', 'half.', 'position', 'player', 'avoid', 'report.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,942,1339,1388,4062,4377,5432,5850,5891,6604,7281,7936,8173,8338],[0.691153161953081,4.137164559405029,4.42484663185681,4.137164559405029,4.607168188650764,2.60568818844064,2.6902455764687034,0.691153161953081,4.42484663185681,4.42484663185681,0.6871770135734415,0.691153161953081,3.5085558999826545,0.691153161953081])",0.0
F091,"['four', 'company', 'important.', 'several', 'food', 'first', 'industry.', 'crime', 'key', 'address', 'run', 'statement.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[266,503,662,731,942,1243,2918,3065,3131,3548,4454,5850,6403,7281,7936,8338,8653,9227,9676],[3.8187108282864943,0.691153161953081,5.523458920524919,3.8187108282864943,4.137164559405029,5.117993812416755,3.0385522707369192,5.523458920524919,3.6516567436233283,4.830311739964974,3.8187108282864943,0.691153161953081,4.019381523748645,0.6871770135734415,0.691153161953081,0.691153161953081,4.42484663185681,4.607168188650764,3.0385522707369192])",0.0
R246,"['trial', 'anything', 'pattern', 'sell', 'need', 'enjoy', 'reason.', 'decide', 'sort', 'finally', 'relationship', 'find', 'real.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[617,1805,1817,2114,3410,3614,4260,4485,4506,4687,5375,5720,5963,6537,7510,8293,9034,9144,9462],[4.019381523748645,4.42484663185681,4.019381523748645,4.270695952029551,4.607168188650764,0.6832166123573445,4.270695952029551,3.8187108282864943,0.691153161953081,0.6871770135734415,5.523458920524919,3.8187108282864943,4.830311739964974,3.914021008090819,4.42484663185681,4.42484663185681,2.849310271098391,2.7508701982851385,0.691153161953081])",1.0
F004,"['back', 'doctor', 'set.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,777,3892,5767,5850,6747,7281,7936,8338,8430],[0.691153161953081,4.019381523748645,2.5530444549552183,4.830311739964974,0.691153161953081,2.5530444549552183,0.6871770135734415,0.691153161953081,0.691153161953081,4.270695952029551])",0.0
F220,"['treatment', 'fear.', 'product', 'order', 'store', 'idea.', 'act', 'little', 'form', 'decide.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[447,503,1226,1375,1590,3486,4310,4921,5621,5850,6928,7184,7281,7615,7936,8015,8338],[4.607168188650764,0.691153161953081,4.607168188650764,5.523458920524919,3.914021008090819,2.849310271098391,5.117993812416755,2.849310271098391,4.270695952029551,0.691153161953081,3.7316994512968646,4.137164559405029,0.6871770135734415,4.830311739964974,0.691153161953081,4.830311739964974,0.691153161953081])",0.0
F121,"['operation', 'former', 'develop', 'consumer', 'respond', 'quite.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1241,2500,4160,4377,5850,5922,7281,7936,8338,8878,9475],[0.691153161953081,3.6516567436233283,4.607168188650764,3.914021008090819,2.60568818844064,0.691153161953081,3.914021008090819,0.6871770135734415,0.691153161953081,0.691153161953081,5.117993812416755,4.137164559405029])",0.0
